"titulo","resumen","enlace","fecha","imagen","autor"
"Firefox 56: Last Stop before Quantum","Here at Mozilla, we’re extremely excited about next month’s release of Firefox Quantum, with massive speed improvements, a brand new UI, and many Developer Tools upgrades -- available now in Developer Edition. But last week's general release of Firefox 56 features good news for developers now - including ""headless mode"" across all OSes, our modern new debugger, and much more.","https://hacks.mozilla.org/2017/10/firefox-56-last-stop-before-quantum/","October 4, 2017","https://secure.gravatar.com/avatar/a2746e0bf42c3245bfd80dea9b3efb32?s=72&d=mm&r=g","Dan Callahan"
"An overview of Containers for add-on developers","Containers work by giving users the ability to place barriers on the flow of data across sites by isolating cookies, indexedDB, localStorage, and caches within discrete browsing contexts. This in-depth introduction to Containers and Container extensions explores the capabilities of Containers and contextual identity for developers.","https://hacks.mozilla.org/2017/10/containers-for-add-on-developers/","October 3, 2017","https://secure.gravatar.com/avatar/749d8b51639f910e7030c4c50cbc17bb?s=72&d=mm&r=g","Jonathan Kingston"
"Multi-user experiences with A-Frame","Salva de la Puente describes the sharedspace component he's built, which brings the power of WebRTC to A-Frame users. The component provides a collaboration model where participants can join or leave a named space, share audio and state, and send JSON-serializable objects to other peers. Check it out!","https://hacks.mozilla.org/2017/10/multi-user-experiences-with-a-frame/","October 2, 2017","https://secure.gravatar.com/avatar/51e4f6459f94a04520ee141daeed3af0?s=72&d=mm&r=g","Salva"
"RNNoise: Using Deep Learning for Noise Suppression","The Mozilla Research RRNoise project shows how to apply deep learning to noise suppression. It combines classic signal processing with deep learning, but it’s small and fast. And you can help! Find out how to donate your noise to science.","https://hacks.mozilla.org/2017/09/rnnoise-deep-learning-noise-suppression/","September 28, 2017","https://hacks.mozilla.org/wp-content/uploads/2017/06/Jean-Marc-Valin_avatar_1498153721-72x72.jpg","Jean-Marc Valin"
"Firefox Quantum Developer Edition: the fastest Firefox ever with Photon UI and better tooling","Firefox Quantum is now available in Developer Edition, and this Firefox is fast. Today’s release is a major milestone towards our next-generation browser, and includes Quantum CSS, Firefox's new CSS rendering engine; Photon, a major UI refresh; and lots more speed and features you've requested.","https://hacks.mozilla.org/2017/09/firefox-quantum-developer-edition-fastest-firefox-ever/","September 26, 2017","https://secure.gravatar.com/avatar/a2746e0bf42c3245bfd80dea9b3efb32?s=72&d=mm&r=g","Dan Callahan"
"Developer Edition Devtools Update: Now with Photon UI","An update on all the changes and improvements to Firefox Dev Tools available now in the Firefox Quantum Developer Edition release. Beginning with the brand-new logo and new Photon UI, the DevTools suite is faster and more responsive to developer needs - including improvements to the Inspector, Console, Debugger, and Network Monitor.","https://hacks.mozilla.org/2017/09/developer-edition-devtools-update-now-with-photon-ui/","September 26, 2017","https://secure.gravatar.com/avatar/60dd86ccfd9c63b53e9f2a34b2f48442?s=72&d=mm&r=g","Julian Descottes"
"Always Right – An Extension Migration Story","A veteran Firefox add-on developer describes how he migrated Always Right, one of his personal must-have browser extensions, to the new WebExtensions API.","https://hacks.mozilla.org/2017/09/always-right-a-webextension-migration-story/","September 21, 2017","https://secure.gravatar.com/avatar/5481d2a340d45c788bb772bc65ddf954?s=72&d=mm&r=g","Dietrich Ayala"
"Building the DOM faster: speculative parsing, async, defer and preload","In 2017, the toolbox for making sure your web page loads fast includes everything from minification and asset optimization to caching, CDNs, code splitting and tree shaking. Understanding what goes on inside a browser is still the most powerful tool for every web developer. This article breaks down how defer and async work and how you can leverage the new keyword preload.","https://hacks.mozilla.org/2017/09/building-the-dom-faster-speculative-parsing-async-defer-and-preload/","September 14, 2017","https://secure.gravatar.com/avatar/73aca9df10726dfe88a926a8413ea351?s=72&d=mm&r=g","Milica Mihajlija"
"Experimenting with WebAssembly and Computer Vision","This past summer, four students at a coding bootcamp in Los Angeles began experimenting with WebAssembly. The result, after six weeks of exploration, was WebSight: a real-time face detection demo based on OpenCV.","https://hacks.mozilla.org/2017/09/bootcamps-webassembly-and-computer-vision/","September 12, 2017","https://secure.gravatar.com/avatar/a2746e0bf42c3245bfd80dea9b3efb32?s=72&d=mm&r=g","Dan Callahan"
"Meta 2 AR Headset with Firefox","One of the biggest challenges in developing immersive WebVR experiences today is that immersion takes you away from your developer tools. With Meta's new augmented reality headset, you can work on and experience WebVR content today without ever taking a headset on or off, or connecting developer tools to a remote device.","https://hacks.mozilla.org/2017/09/meta-2-ar-headset-with-firefox/","September 8, 2017","https://secure.gravatar.com/avatar/b3ca4ba51e765179b4687fc145d4c9d3?s=72&d=mm&r=g","Josh Marinacci"
"I built something with A-Frame in 2 days (and you can too)","A few months ago, I had the opportunity to try out several WebVR experiences for the first time, and I was blown away by the possibilities. Using just a headset and my Firefox browser, I was able to play games, explore worlds, paint, create music and so much more. All through the open web. I […]","https://hacks.mozilla.org/2017/09/i-built-something-with-a-frame-in-2-days-and-you-can-too/","September 6, 2017","https://hacks.mozilla.org/wp-content/uploads/2017/04/dbrown@mozilla.com_avatar_1492021420-72x72.jpg","Dan Brown"
"Life After Flash: Multimedia for the Open Web","Part II: Flash delivered video, animation, interactive sites and, yes, ads to billions of users for more than a decade, but now it’s going away. Here's a compilation of resources that looks ahead at the open web technologies that have emerged to make web video, animation, and game development more performant and engaging than ever!","https://hacks.mozilla.org/2017/08/life-after-flash-multimedia-for-the-open-web/","August 29, 2017","https://secure.gravatar.com/avatar/a3ac4a5533573445ac5525a8c491e099?s=72&d=mm&r=g","Dustin Driver"
"Flash, In Memoriam","Part I of a two-part reflection on digital multimedia, yesterday and today: Macromedia launched Flash 1.0 in 1996 with the grand vision of a single multimedia platform that would work flawlessly in any browser or any computer. In its day, Flash triggered a wave of creativity and inspired millions of people around the world to create digital media for the web. At one time, 75% of all video content on the web was delivered via the Flash player.","https://hacks.mozilla.org/2017/08/flash-in-memoriam/","August 29, 2017","https://secure.gravatar.com/avatar/a3ac4a5533573445ac5525a8c491e099?s=72&d=mm&r=g","Dustin Driver"
"Introducing the Extension Compatibility Tester","With Firefox’s move to a modern web-style browser extension API, it’s now possible to maintain one codebase and ship an extension in multiple browsers. However, since different browsers can have different capabilities, some extensions may require modification to be truly portable. With this in mind, we’ve built the Extension Compatibility Tester.","https://hacks.mozilla.org/2017/08/introducing-the-extension-compatibility-tester/","August 24, 2017","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"Inside a super fast CSS engine: Quantum CSS (aka Stylo)","Project Quantum is a major rewrite of Firefox’s internals to make Firefox fast. We’re swapping in parts from our experimental browser, Servo, and making massive improvements to other parts of the engine. The first major component from Servo—a new CSS engine called Quantum CSS (previously known as Stylo)—is now available for testing in our Nightly version. It brings together state-of-the-art innovations from four different browsers to create a new super CSS engine.","https://hacks.mozilla.org/2017/08/inside-a-super-fast-css-engine-quantum-css-aka-stylo/","August 22, 2017","https://hacks.mozilla.org/wp-content/uploads/2019/08/linclark_headshot-72x72.jpeg","Lin Clark"
"Essential WebVR resources","With the release of the WebVR API v1.1, and WebVR support in Firefox 55, here's a collection of useful resources for WebVR development. From the landing page at vr.mozilla.org to the A-Frame website and community, here's everything you need to get started.","https://hacks.mozilla.org/2017/08/essential-webvr-resources/","August 15, 2017","https://secure.gravatar.com/avatar/deeea0ba82390bd5acc539703c4b0cfb?s=72&d=mm&r=g","Chris Mills"
"A-Frame comes to js13kGames: build a game in WebVR","Announcing a new twist to this year's js13kgames competition - the A-Frame category! We challenge you to build a WebVR game experience with A-Frame. For this category, you’ll have the same file size limit set to 13 kilobytes plus the A-Frame library for free. This year's theme: lost. Submissions close: September 13.","https://hacks.mozilla.org/2017/08/a-frame-comes-to-js13kgames/","August 14, 2017","https://secure.gravatar.com/avatar/a84d365d52c5f58dd52ed9dc1583f55d?s=72&d=mm&r=g","Andrzej Mazur"
